TEXTO;CORRECCION
desaprovechemos;desaprovechar
neutralicemos;neutralizar
cultivemos;cultivar
redactemos;redactar
fomentemos;fomentar
arreglemos;arreglar
personalicemos;personalizar
calculemos;calcular
sensibilicemos;sensibilizar
sumemos;sumar
rechacemos;rechazar
disfrutemos;disfrutar
abracemos;abrazar
lancemos;lanzar
acotemos;acotar
proyectemos;proyectar
subestimemos;subestimar
percebemos;percebar
asimilemos;asimilar
gastemos;gastar
resultemos;resultar
alcancemos;alcanzar
respetemos;respetar
lastimemos;lastimar
generalicemos;generalizar
despreciemos;despreciar
preocupemos;preocupar
apoyemos;apoyar
enfermemos;enfermar
promediemos;promediar
decantemos;decantar
conozcamos;conocer
inquiramos;inquirir
vayamos;ir
debatamos;debatir
asistamos;asistir
advirtamos;advertir
debamos;deber
transmitamos;transmitir
reduzcamos;reducir
movamos;mover
recurramos;recurrir
queramos;querer
padezcamos;padecer
prescribamos;prescribir
reconozcamos;reconocer
asumamos;asumir
volvamos;volver
atribuyamos;atribuir
impartamos;impartir
compartamos;compartir
resumamos;resumir
agradezcamos;agradecer
definamos;definir
escribamos;escribir
vivamos;vivir
admitamos;admitir
suprimamos;suprimir
prometamos;prometer
traduzcamos;traducir
partamos;partir
recojamos;recoger
insistamos;insistir
construyamos;construir
prefiramos;preferir
contribuyamos;contribuir
sintamos;sentir
invirtamos;invertir
convivamos;convivir
favorezcamos;favorecer
dirijamos;dirigir
adhiramos;adherir
reconstruyamos;reconstruir
ejerzamos;ejercer
convirtamos;convertir
sugiramos;sugerir
cometamos;cometer
establezcamos;establecer
percibamos;percibir
suframos;sufrir
describamos;describir
sometamos;someter
resolvamos;resolver
concurramos;concurrir
excluyamos;excluir
ingiramos;ingerir
refiramos;referir
comamos;comer
introduzcamos;introducir
requeramos;requerer
vistamos;vestir
reunamos;reunir
convenzamos;convencer
desconozcamos;desconocer
presumamos;presumir
discutamos;discutir
recibamos;recibir
durmamos;dormir
desconfiramos;desconferir
exijamos;exigir
corramos;correr
abramos;abrir
acojamos;acoger
ofrezcamos;ofrecer
incluyamos;incluir
cumplamos;cumplir
concluyamos;concluir
reproduzcamos;reproducir
promovamos;promover
permitamos;permitir
pertenezcamos;pertenecer
enflaquezcamos;enflaquecer
permanezcamos;permanecer
atrevamos;atrever
elijamos;elegir
revivamos;revivir
escojamos;escoger
cubramos;cubrir
emitamos;emitir
corrijamos;corregir
descubramos;descubrir
comprometamos;comprometer
inhibamos;inhibir
protejamos;proteger
repitamos;repetir
metamos;meter
temamos;temer
parezcamos;parecer
fui;ser
preparado;preparar
logremos;lograr
aventuremos;aventurar
encontremos;encontrar
integremos;integrar
aclaremos;aclarar
celebremos;celebrar
recobremos;recobrar
registremos;registrar
procuremos;procurar
miremos;mirar
incorporemos;incorporar
nombremos;nombrar
arrastremos;arrastrar
valoremos;valorar
mejoremos;mejorar
obremos;obrar
administremos;administrar
entremos;entrar
censuremos;censurar
acostumbremos;acostumbrar
respiremos;respirar
infiltremos;infiltrar
retiremos;retirar
aseguremos;asegurar
colaboremos;colaborar
elaboremos;elaborar
centremos;centrar
cerremos;cerrar
preparemos;preparar
involucremos;involucrar
instauremos;instaurar
demoremos;demorar
minusvaloremos;minusvalorar
separemos;separar
demostremos;demostrar
libremos;librar
agarremos;agarrar
exploremos;explorar
examinemos;examinar
imaginemos;imaginar
rellenemos;rellenar
declinemos;declinar
opinemos;opinar
combinemos;combinar
ganemos;ganar
condenemos;condenar
terminemos;terminar
caminemos;caminar
inclinemos;inclinar
determinemos;determinar
eliminemos;eliminar
llenemos;llenar
tornemos;tornar
leamos;leer
poseamos;poseer
veamos;ver
hagamos;hacer
preveamos;prever
detengamos;detener
retengamos;retener
mantengamos;mantener
abstengamos;abstener
obtengamos;obtener
distingamos;distinguir
intervengamos;intervenir
convengamos;convenir
moderado;moderar
liberado;liberar
empleado;emplear
desconocido;desconocer
aprobado;aprobar
enrejado;enrejar
invertido;invertir
derivado;derivar
afirmado;afirmar
concentrado;concentrar
ligado;ligar
desnaturalizado;desnaturalizar
cortado;cortar
reforzado;reforzar
cuadrado;cuadrar
implicado;implicar
costado;costar
conformado;conformar
protegido;proteger
enrollado;enrollar
bloqueado;bloquear
tendido;tender
adelantado;adelantar
desmesurado;desmesurar
redondeado;redondear
condenado;condenar
encendido;encender
elegido;elegir
duplicado;duplicar
vaporizado;vaporizar
dominado;dominar
detenido;detener
herido;herir
calzado;calzar
sombreado;sombrear
plateado;platear
obligado;obligar
evacuado;evacuar
necesitado;necesitar
sufrido;sufrir
remitido;remitir
incapacitado;incapacitar
retrasado;retrasar
comprimido;comprimir
inducido;inducir
moteado;motear
desaconsejado;desaconsejar
cogido;coger
enamorado;enamorar
inmovilizado;inmovilizar
reservado;reservar
defendido;defender
alzado;alzar
vertido;verter
cableado;cablear
malentendido;malentender
afeminado;afeminar
pesado;pesar
iluminado;iluminar
tejado;tejar
enterado;enterar
ungido;ungir
predestinado;predestinar
atrevido;atrever
presumido;presumir
entretenido;entretener
predado;predar
pareado;parear
ahijado;ahijar
punteado;puntear
reprobado;reprobar
autoinducido;autoinducir
imposibilitado;imposibilitar
cuajado;cuajar
cimentado;cimentar
lijado;lijar
rayado;rayar
prendido;prender
resituado;resituar
laureado;laurear
mecanizado;mecanizar
autoempleado;autoemplear
fileteado;filetear
aserrado;aserrar
alfabetizado;alfabetizar
rizado;rizar
pavimentado;pavimentar
blanqueado;blanquear
autoreforzado;autoreforzar
autolesionado;autolesionar
galvanizado;galvanizar
reaprobado;reaprobar
satinado;satinar
superenrollado;superenrollar
zapateado;zapatear
sobreprotegido;sobreproteger
vulcanizado;vulcanizar
barnizado;barnizar
acorazado;acorazar
desimplicado;desimplicar
sobreimplicado;sobreimplicar
prensado;prensar
coinvertido;coinvertir
rebozado;rebozar
tapizado;tapizar
pinzado;pinzar
cocido;cocer
precocido;precocer
recocido;recocer
limado;limar
ahumado;ahumar
cromado;cromar
allegado;allegar
tallado;tallar
vallado;vallar
abrigado;abrigar
centrifugado;centrifugar
mallado;mallar
degollado;degollar
impedido;impedir
pedido;pedir
sobrado;sobrar
privilegiado;privilegiar
refugiado;refugiar
colegiado;colegiar
biografiado;biografiar
adobado;adobar
sobado;sobar
entablado;entablar
recitado;recitar
cementado;cementar
precementado;precementar
trasudado;trasudar
exudado;exudar
degradado;degradar
ayudado;ayudar
horadado;horadar
bordado;bordar
galardonado;galardonar
vaciado;vaciar
tirado;tirar
desaprovechado;desaprovechar
retirado;retirar
echado;echar
borrado;borrar
fraguado;fraguar
agarrado;agarrar
ultrafiltrado;ultrafiltrar
torrado;torrar
empedrado;empedrar
menguado;menguar
despilfarrado;despilfarrar
combinado;combinar
refinado;refinar
peinado;peinar
finado;finar
reafinado;reafinar
lavado;lavar
salvado;salvar
interlineado;interlinear
horneado;hornear
prehorneado;prehornear
bronceado;broncear
bombeado;bombear
autolavado;autolavar
conglomerado;conglomerar
degenerado;degenerar
lacerado;lacerar
aglomerado;aglomerar
encerado;encerar
licenciado;licenciar
procesado;procesar
comisionado;comisionar
acusado;acusar
interesado;interesar
guisado;guisar
visado;visar
pensionado;pensionar
encausado;encausar
afrancesado;afrancesar
versionado;versionar
dimensionado;dimensionar
fresado;fresar
enyesado;enyesar
reprocesado;reprocesar
redimensionado;redimensionar
preprocesado;preprocesar
analisado;analisar
excomulgado;excomulgar
empacado;empacar
mandado;mandar
asegurado;asegurar
tonsurado;tonsurar
empaquetado;empaquetar
dictado;dictar
autoetiquetado;autoetiquetar
reetiquetado;reetiquetar
compactado;compactar
distinguido;distinguir
rodado;rodar
casado;casar
velado;velar
engrasado;engrasar
soplado;soplar
calado;calar
chalado;chalar
tostado;tostar
equipado;equipar
cebado;cebar
descosido;descoser
cosido;coser
autocosido;autocoser
cruzado;cruzar
pongamos;poner
supongamos;suponer
propongamos;proponer
impongamos;imponer
expongamos;exponer
opongamos;oponer
torcido;torcer
fallecido;fallecer
desagradecido;desagradecer
pegado;pegar
negado;negar
apegado;apegar
sobreagregado;sobreagregar
fregado;fregar
quemado;quemar
colmado;colmar
merecido;merecer
legado;legar
subdelegado;subdelegar
plegado;plegar
desaparecido;desaparecer
desparecido;desparecer
gemido;gemir
desbocado;desbocar
sellado;sellar
mellado;mellar
embotellado;embotellar
encamado;encamar
ajuzgado;ajuzgar
cagado;cagar
dragado;dragar
vertebrado;vertebrar
calibrado;calibrar
equilibrado;equilibrar
labrado;labrar
librado;librar
desvertebrado;desvertebrar
connotado;connotar
botado;botar
rebotado;rebotar
afeitado;afeitar
reacreditado;reacreditar
montado;montar
contado;contar
pintado;pintar
alienado;alienar
frenado;frenar
arenado;arenar
enarenado;enarenar
refundido;refundir
fundido;fundir
fuesen;ser
vamos;ir
picado;picar
incomunicado;incomunicar
intercomunicado;intercomunicar
autocomunicado;autocomunicar
enlatado;enlatar
atado;atar
fosfatado;fosfatar
ensamblado;ensamblar
nublado;nublar
desensamblado;desensamblar
dentado;dentar
habiendo;haber
pasado;pasar
hablamos;hablar
encontramos;encontrar
heredamos;heredar
experimentamos;experimentar
caminamos;caminar
administramos;administrar
quedamos;quedar
enfrentamos;enfrentar
llamamos;llamar
presentamos;presentar
denominamos;denominar
pensamos;pensar
demostramos;demostrar
aconsejamos;aconsejar
bajamos;bajar
intentamos;intentar
remitimos;remitir
terminamos;terminar
dejamos;dejar
aumentamos;aumentar
comentamos;comentar
entregamos;entregar
partimos;partir
trabajamos;trabajar
llegamos;llegar
compartimos;compartir
llevamos;llevar
alejamos;alejar
representamos;representar
negamos;negar
opinamos;opinar
segmentamos;segmentar
aceptamos;aceptar
reencontramos;reencontrar
adivinamos;adivinar
centramos;centrar
echamos;echar
escuchamos;escuchar
manejamos;manejar
transmitimos;transmitir
imaginamos;imaginar
sustentamos;sustentar
mostramos;mostrar
luchamos;luchar
cartografiamos;cartografiar
viajamos;viajar
examinamos;examinar
aprovechamos;aprovechar
argumentamos;argumentar
convertimos;convertir
agregamos;agregar
combinamos;combinar
bosquejamos;bosquejar
incrementamos;incrementar
impacientamos;impacientar
confiamos;confiar
barajamos;barajar
entramos;entrar
admitimos;admitir
sublevamos;sublevar
amamos;amar
desconfiamos;desconfiar
indagamos;indagar
sospechamos;sospechar
registramos;registrar
pagamos;pagar
advertimos;advertir
quejamos;quejar
inclinamos;inclinar
inventamos;inventar
emitimos;emitir
afinamos;afinar
reflejamos;reflejar
reclamamos;reclamar
lamentamos;lamentar
compensamos;compensar
alentamos;alentar
adentramos;adentrar
sentamos;sentar
arrastramos;arrastrar
propagamos;propagar
permitimos;permitir
determinamos;determinar
culminamos;culminar
eliminamos;eliminar
discriminamos;discriminar
omitimos;omitir
pinchamos;pinchar
desaconsejamos;desaconsejar
trasmitimos;trasmitir
denegamos;denegar
cocinamos;cocinar
suplementamos;suplementar
fomentamos;fomentar
alimentamos;alimentar
aventajamos;aventajar
ilustramos;ilustrar
navegamos;navegar
relevamos;relevar
impartimos;impartir
encaminamos;encaminar
tragamos;tragar
cotejamos;cotejar
implementamos;implementar
rebajamos;rebajar
fundamentamos;fundamentar
elevamos;elevar
fotografiamos;fotografiar
despegamos;despegar
infiltramos;infiltrar
orientamos;orientar
programamos;programar
fotodocumentamos;fotodocumentar
radiografiamos;radiografiar
reclinamos;reclinar
complementamos;complementar
doblamos;doblar
disgregamos;disgregar
estrechamos;estrechar
predeterminamos;predeterminar
coordinamos;coordinar
dominamos;dominar
repartimos;repartir
invertimos;invertir
remedamos;remedar
acrecentamos;acrecentar
fragmentamos;fragmentar
desdoblamos;desdoblar
encajamos;encajar
reconvertimos;reconvertir
apresentamos;apresentar
cumplimentamos;cumplimentar
emparejamos;emparejar
filtramos;filtrar
relegamos;relegar
suministramos;suministrar
dispensamos;dispensar
destinamos;destinar
documentamos;documentar
divertimos;divertir
repensamos;repensar
patrocinamos;patrocinar
refinamos;refinar
entablamos;entablar
patentamos;patentar
desplegamos;desplegar
fiamos;fiar
nominamos;nominar
descontaminamos;descontaminar
recensamos;recensar
desagregamos;desagregar
proclamamos;proclamar
concentramos;concentrar
reprochamos;reprochar
enredamos;enredar
iluminamos;iluminar
calentamos;calentar
sosegamos;sosegar
desechamos;desechar
redenominamos;redenominar
sufragamos;sufragar
tentamos;tentar
atentamos;atentar
relajamos;relajar
perpetramos;perpetrar
apegamos;apegar
festejamos;festejar
legamos;legar
empecinamos;empecinar
condensamos;condensar
colocamos;colocar
verificamos;verificar
mencionamos;mencionar
clasificamos;clasificar
identificamos;identificar
apreciamos;apreciar
informamos;informar
estimamos;estimar
evidenciamos;evidenciar
explicamos;explicar
destacamos;destacar
iniciamos;iniciar
estudiamos;estudiar
escatimamos;escatimar
dedicamos;dedicar
conformamos;conformar
cambiamos;cambiar
estancamos;estancar
retomamos;retomar
tomamos;tomar
denunciamos;denunciar
cuestionamos;cuestionar
acercamos;acercar
buscamos;buscar
seleccionamos;seleccionar
calificamos;calificar
aplicamos;aplicar
animamos;animar
enmarcamos;enmarcar
marcamos;marcar
entresacamos;entresacar
formamos;formar
fijamos;fijar
indicamos;indicar
lidiamos;lidiar
llenamos;llenar
alienamos;alienar
equivocamos;equivocar
propugnamos;propugnar
proporcionamos;proporcionar
razonamos;razonar
abdicamos;abdicar
tocamos;tocar
guiamos;guiar
inspeccionamos;inspeccionar
designamos;designar
sacrificamos;sacrificar
afirmamos;afirmar
estrenamos;estrenar
dibujamos;dibujar
relacionamos;relacionar
renunciamos;renunciar
aproximamos;aproximar
publicamos;publicar
frenamos;frenar
divorciamos;divorciar
especificamos;especificar
alojamos;alojar
diferenciamos;diferenciar
posicionamos;posicionar
abarcamos;abarcar
justificamos;justificar
evocamos;evocar
enviamos;enviar
provocamos;provocar
diagnosticamos;diagnosticar
impugnamos;impugnar
invocamos;invocar
mascamos;mascar
asociamos;asociar
sacamos;sacar
calmamos;calmar
ganamos;ganar
funcionamos;funcionar
empujamos;empujar
arrojamos;arrojar
referenciamos;referenciar
recalcamos;recalcar
reflexionamos;reflexionar
practicamos;practicar
estratificamos;estratificar
ejemplificamos;ejemplificar
reaccionamos;reaccionar
despojamos;despojar
extraviamos;extraviar
enfocamos;enfocar
asignamos;asignar
arrancamos;arrancar
ampliamos;ampliar
ubicamos;ubicar
modificamos;modificar
potenciamos;potenciar
criticamos;criticar
condenamos;condenar
distanciamos;distanciar
transformamos;transformar
evolucionamos;evolucionar
embadurnamos;embadurnar
obcecamos;obcecar
enfermamos;enfermar
interaccionamos;interaccionar
enjuiciamos;enjuiciar
confirmamos;confirmar
aunamos;aunar
comunicamos;comunicar
chocamos;chocar
cuantificamos;cuantificar
consignamos;consignar
reiniciamos;reiniciar
sobrestimamos;sobrestimar
rellenamos;rellenar
infraestimamos;infraestimar
entrenamos;entrenar
simplificamos;simplificar
gloriamos;gloriar
ansiamos;ansiar
atacamos;atacar
beneficiamos;beneficiar
obviamos;obviar
propiciamos;propiciar
envidiamos;envidiar
secamos;secar
presenciamos;presenciar
desestimamos;desestimar
anunciamos;anunciar
paliamos;paliar
seccionamos;seccionar
correlacionamos;correlacionar
reafirmamos;reafirmar
seriamos;seriar
ordenamos;ordenar
