TEXTO;CORRECCION
perpetúan;perpetuar
aportados;aportar
interpretados;interpretar
planteo;plantear
plasmado;plasmar
gobernadas;gobernar
delimitada;delimitar
asignada;asignar
postulan;postular
diagnosticadas;diagnosticar
listan;listar
posicionada;posicionar
enfrentando;enfrentar
disparados;disparar
egresan;egresar
levantados;levantar
apretado;apretar
añadida;añadir
radiada;radiar
ascendiendo;ascender
entrecruzadas;entrecruzar
molido;moler
delimitado;delimitar
malformado;malformar
formulada;formular
yodado;yodar
insonadas;insonar
insonando;insonar
emitidos;emitir
registraban;registrar
integraban;integrar
estudiaron;estudiar
sugirieron;sugerir
tomaron;tomar
rotaban;rotar
combino;combinar
captados;captar
aprovechando;aprovechar
rebotan;rebotar
das;dar
investigó;investigar
moviendo;mover
acercan;acercar
alejan;alejar
percibirá;percibir
predicho;predecir
llegarían;llegar
recibidas;recibir
comenzará;comenzar
oirá;oír
escuchará;escuchar
pondrá;poner
reemplazará;reemplazar
tocando;tocar
alejando;alejar
acercando;acercar
reflejada;reflejar
referiremos;referir
aturdido;aturdir
hibernado;hibernar
note;notar
escuchados;escuchar
seleccionadas;seleccionar
enumeran;enumerar
manejados;manejar
ponderando;ponderar
acopladas;acoplar
amplificadas;amplificar
enseña;enseñar
negaron;negar
colgada;colgar
esperadas;esperar
desprendido;desprender
pulverizada;pulverizar
germinados;germinar
comemos;comer
controlando;controlar
salada;salar
desprendiendo;desprender
bautizó;bautizar
coloqué;colocar
manifestó;manifestar
formaban;formar
ardían;arder
cubrían;cubrir
reaccionaban;reaccionar
mantenidas;mantener
reabsorbido;reabsorber
garantizada;garantizar
estrechado;estrechar
contraviniendo;contravenir
fecundado;fecundar
tipificado;tipificar
castigados;castigar
tipificada;tipificar
disminuidos;disminuir
contribuirá;contribuir
brindado;brindar
generará;generar
adaptando;adaptar
comprometiendo;comprometer
correlacionan;correlacionar
bañando;bañar
mudan;mudar
difunden;difundir
atrapadas;atrapar
extraídas;extraer
tragadas;tragar
escupidas;escupir
estornudadas;estornudar
alimentan;alimentar
insuflado;insuflar
inhalado;inhalar
descendiendo;descender
diagnostico;diagnosticar
templados;templar
revelarían;revelar
investigadas;investigar
degradando;degradar
transcurridas;transcurrir
diluida;diluir
documentados;documentar
repetidos;repetir
descartado;descartar
entregan;entregar
optimizada;optimizar
estoy;estar
confirmados;confirmar
prescribiendo;prescribir
consultada;consultar
adherido;adherir
coagulada;coagular
aspirado;aspirar
desalojada;desalojar
impactará;impactar
gozan;gozar
tapada;tapar
irritada;irritar
prevalecen;prevalecer
mezclado;mezclar
intoxicadas;intoxicar
reiterada;reiterar
oxido;oxidar
desplazado;desplazar
balanceadas;balancear
supo;saber
suministró;suministrar
promovida;promover
aquejada;aquejar
admitida;admitir
merecen;merecer
suscitado;suscitar
evaluó;evaluar
corroborados;corroborar
exploran;explorar
aprendidas;aprender
digeridos;digerir
arrojan;arrojar
idearon;idear
perdieron;perder
vendieron;vender
continuaron;continuar
daban;dar
restringió;restringir
condujeron;conducir
llamaron;llamar
improvisó;improvisar
puso;poner
queriendo;querer
reivindicando;reivindicar
refutó;refutar
ampliando;ampliar
expropiada;expropiar
manufacturada;manufacturar
hidrolizado;hidrolizar
ionizada;ionizar
hidrolizada;hidrolizar
requerirán;requerir
estuvieran;estar
subrayan;subrayar
divididas;dividir
evitada;evitar
restablecidos;restablecer
granulado;granular
yodados;yodar
importando;importar
revisadas;revisar
depositada;depositar
observando;observar
segregan;segregar
medidos;medir
arden;arder
despigmentan;despigmentar
administraban;administrar
interferida;interferir
giran;girar
acaecidos;acaecer
respaldados;respaldar
african;africar
disminuirán;disminuir
contrapone;contraponer
confesados;confesar
cuestionadas;cuestionar
acostumbrado;acostumbrar
influenciadas;influenciar
imposibilitan;imposibilitar
prestando;prestar
convienen;convenir
anidan;anidar
presencian;presenciar
perjudican;perjudicar
adecuando;adecuar
sucediendo;suceder
multiplicará;multiplicar
contaminan;contaminar
balanceada;balancear
emplazado;emplazar
sedado;sedar
arrastrado;arrastrar
encallado;encallar
arrastrará;arrastrar
atascada;atascar
viendo;ver
monitorizados;monitorizar
evidenció;evidenciar
incluyeron;incluir
acortaron;acortar
impulsará;impulsar
obedeciendo;obedecer
inflamados;inflamar
generalizados;generalizar
impelido;impeler
heredado;heredar
pintó;pintar
ordenados;ordenar
presentas;presentar
suavizan;suavizar
descendidos;descender
llevarán;llevar
coordinados;coordinar
invitando;invitar
secundados;secundar
alimentaban;alimentar
castigó;castigar
resueltas;resolver
emergió;emerger
enterrada;enterrar
templado;templar
tornó;tornar
vinieron;venir
hallaron;hallar
trajeron;traer
pegó;pegar
barajó;barajar
dormían;dormir
volvieron;volver
pegaron;pegar
encubierta;encubrir
pasaron;pasar
pensaron;pensar
creyendo;creer
vinculan;vincular
acompañó;acompañar
acompañaron;acompañar
sugirieran;sugerir
intentado;intentar
confirmadas;confirmar
arguyendo;argüir
barrió;barrer
matando;matar
echaban;echar
concebido;concebir
abandonaron;abandonar
contagiada;contagiar
contagian;contagiar
conllevó;conllevar
genero;generar
indurada;indurar
totalizando;totalizar
infectaron;infectar
abrevian;abreviar
esperará;esperar
actuaban;actuar
compitiendo;competir
desplazados;desplazar
fijan;fijar
inutilizado;inutilizar
gobernado;gobernar
fundamentan;fundamentar
separada;separar
hidrogenadas;hidrogenar
infravalorada;infravalorar
portados;portar
sobreinfectadas;sobreinfectar
preservada;preservar
referidos;referir
filiada;filiar
desencadenen;desencadenar
reseñados;reseñar
resuelta;resolver
filiado;filiar
supurada;supurar
reagudizada;reagudizar
enjaulado;enjaular
sobreañadida;sobreañadir
amiada;amiar
agudizada;agudizar
sobreinjertada;sobreinjertar
favorecido;favorecer
inhaladas;inhalar
reanimada;reanimar
solicitado;solicitar
fallido;fallir
solucionado;solucionar
decidiendo;decidir
reagudizado;reagudizar
conducida;conducir
sondada;sondar
recuperada;recuperar
precisado;precisar
precavo;precaver
ulceras;ulcerar
indeterminada;indeterminar
descompensado;descompensar
trasfundieron;trasfundir
corregida;corregir
objetivadas;objetivar
sobreinfectada;sobreinfectar
conservadas;conservar
exteriorizada;exteriorizar
impresionan;impresionar
detallados;detallar
id;ir
intervenida;intervenir
agudizado;agudizar
desencadenado;desencadenar
implantados;implantar
compactada;compactar
estabilizada;estabilizar
disponemos;disponer
realizaremos;realizar
interpreto;interpretar
desestimó;desestimar
especificada;especificar
indice;indecir
desestimada;desestimar
predomino;predominar
curada;curar
anticipada;anticipar
ingresada;ingresar
perfundiendo;perfundir
desencaden;desencadar
concretada;concretar
precisó;precisar
desestimando;desestimar
optando;optar
acabo;acabar
revisaremos;revisar
precipitada;precipitar
abortada;abortar
simplificado;simplificar
asociando;asociar
aflorada;aflorar
acontecido;acontecer
recidivada;recidivar
catalogado;catalogar
desconozco;desconocer
aguo;aguar
acabalgan;acabalgar
trasfundida;trasfundir
etiquetada;etiquetar
aclarada;aclarar
sueno;sonar
acido;acidar
espontaneo;espontanear
transfundido;transfundir
sobreinfectado;sobreinfectar
autolimitadas;autolimitar
sustentado;sustentar
descartadas;descartar
recuperado;recuperar
descartada;descartar
reglado;reglar
agravado;agravar
fallida;fallir
rascado;rascar
aberrada;aberrar
condicionando;condicionar
descendida;descender
documentan;documentar
interesan;interesar
entrarían;entrar
hallados;hallar
anotando;anotar
ponemos;poner
instaurada;instaurar
preservado;preservar
damos;dar
continuaremos;continuar
resucitada;resucitar
recuren;recurar
presincopes;presincopar
rechazado;rechazar
resincronizado;resincronizar
recidivadas;recidivar
arices;arizar
consignados;consignar
perforado;perforar
anillada;anillar
finalizada;finalizar
excluido;excluir
discutirá;discutir
preexcitada;preexcitar
ado;adir
fotocoagulada;fotocoagular
ampliada;ampliar
reintervenida;reintervenir
valoradas;valorar
autolimitados;autolimitar
abigarrada;abigarrar
reagudizados;reagudizar
dadas;dar
concertado;concertar
trifurcada;trifurcar
movilizado;movilizar
reproducido;reproducir
parcheada;parchear
diferida;diferir
infradosificada;infradosificar
capsulo;capsular
recanalizado;recanalizar
resecados;resecar
descenen;descenar
infracoagulada;infracoagular
exacerbado;exacerbar
parcheados;parchear
escalonada;escalonar
desestimado;desestimar
disgregado;disgregar
abordado;abordar
ultimo;ultimar
enjaulada;enjaular
cursó;cursar
valorada;valorar
emparentado;emparentar
anticipado;anticipar
recanalizada;recanalizar
avi;aver
cursando;cursar
erosionado;erosionar
obliteradas;obliterar
termino;terminar
aberrado;aberrar
media;mediar
habito;habitar
inducidas;inducir
diferido;diferir
operada;operar
sobreañadido;sobreañadir
trasladado;trasladar
solucionada;solucionar
bifurcado;bifurcar
adherida;adherir
perdes;perdar
adelgazadas;adelgazar
inestabilizada;inestabilizar
inespecifico;inespecificar
recidivado;recidivar
colonizado;colonizar
comentado;comentar
abordan;abordar
ava;air
abordará;abordar
reintervenido;reintervenir
boqueo;boquear
procedemos;proceder
detectadas;detectar
ulcerado;ulcerar
decidido;decidir
escoriadas;escoriar
habiendo;haber
planteará;plantear
explorados;explorar
quemada;quemar
cursado;cursar
distalada;distalar
realizando;realizar
permamen;permamar
transferido;transferir
atrapado;atrapar
condicionó;condicionar
abordando;abordar
recortada;recortar
comprobadas;comprobar
indicadas;indicar
medien;mediar
rao;raer
vacunada;vacunar
filiadas;filiar
parcheadas;parchear
intervenidas;intervenir
respondido;responder
objetivado;objetivar
interrumpido;interrumpir
solicito;solicitar
impregnado;impregnar
sondado;sondar
suplementado;suplementar
inmunizado;inmunizar
contactado;contactar
sobredosificada;sobredosificar
firmo;firmar
critico;criticar
alternado;alternar
optimizado;optimizar
firmando;firmar
suspenden;suspender
repetirán;repetir
intengo;intener
motivó;motivar
integro;integrar
relaciono;relacionar
informada;informar
inmovilizada;inmovilizar
descompensadas;descompensar
inhalada;inhalar
preservadas;preservar
replantearíamos;replantear
descartando;descartar
institucionalizada;institucionalizar
planteada;plantear
redo;redar
erradicadas;erradicar
perpetuada;perpetuar
permaneciendo;permanecer
herid;herir
vea;ver
desplazadas;desplazar
drenada;drenar
escalonado;escalonar
comprobada;comprobar
infracoagulado;infracoagular
calcificado;calcificar
canalizado;canalizar
estratificado;estratificar
encabezando;encabezar
abolidos;abolir
obedecen;obedecer
declaran;declarar
seleccionada;seleccionar
descartó;descartar
concibieron;concebir
discutida;discutir
dictaminados;dictaminar
peden;peder
venza;vencer
recogieron;recoger
defines;definir
seleccionaron;seleccionar
prefijó;prefijar
deseada;desear
expresaron;expresar
elaboró;elaborar
corresponderán;corresponder
aplicó;aplicar
sugeridas;sugerir
destacaban;destacar
alcanzaron;alcanzar
contabilizado;contabilizar
ingresaron;ingresar
objetivó;objetivar
sospechada;sospechar
dificultó;dificultar
estima;estimar
cases;casar
trasplantados;trasplantar
evaluaron;evaluar
sospechó;sospechar
resolvió;resolver
contrastan;contrastar
expandido;expandir
obtuvimos;obtener
analizaron;analizar
oscilaron;oscilar
mean;mear
estandarizadas;estandarizar
señalados;señalar
tuviesen;tener
computados;computar
estimaron;estimar
perduraban;perdurar
anidado;anidar
clarificados;clarificar
dializado;dializar
comes;comer
imano;imanar
causes;causar
excluyeron;excluir
examinaron;examinar
mantuvo;mantener
asociaron;asociar
rebelo;rebelar
aresté;arestar
aplanadas;aplanar
pretendemos;pretender
solé;solar
financiado;financiar
seleccionó;seleccionar
recogiendo;recoger
participaron;participar
estuviesen;estar
firmaron;firmar
cumplimentado;cumplimentar
comprobaron;comprobar
informatizada;informatizar
recurriendo;recurrir
informatizadas;informatizar
protocolizados;protocolizar
actualizadas;actualizar
solicitó;solicitar
preguntó;preguntar
cualificados;cualificar
semicualificados;semicualificar
codificado;codificar
cumplían;cumplir
declinaron;declinar
detallan;detallar
cualificadas;cualificar
interpretadas;interpretar
aconsejan;aconsejar
hallado;hallar
informatizado;informatizar
invitó;invitar
entrenadas;entrenar
determinaron;determinar
registraron;registrar
calibrada;calibrar
bivariado;bivariar
ajustando;ajustar
introdujeron;introducir
bivariados;bivariar
correlacionadas;correlacionar
escogió;escoger
suponían;suponer
aceptaron;aceptar
rechazaron;rechazar
tenidos;tener
propondríamos;proponer
ayudarán;ayudar
acudió;acudir
recomendó;recomendar
evitado;evitar
acontecen;acontecer
halladas;hallar
reforzaron;reforzar
prestado;prestar
vare;varar
preferido;preferir
indujo;inducir
administró;administrar
documentó;documentar
sometieron;someter
suplementada;suplementar
precedidos;preceder
sopesando;sopesar
reduces;reducir
ten;tener
ices;izar
priva;privar
dispensados;dispensar
conceptualizados;conceptualizar
explorando;explorar
eligiendo;elegir
valoró;valorar
calculadas;calcular
explorado;explorar
dividieron;dividir
clasificaron;clasificar
comportó;comportar
especificadas;especificar
completaron;completar
comportaron;comportar
expresó;expresar
coincidieron;coincidir
traducirían;traducir
adscrito;adscribir
investigaron;investigar
consensuada;consensuar
coagulo;coagular
superpuesta;superponer
vives;vivir
exponen;exponer
acostó;acostar
avisó;avisar
limitaron;limitar
exponemos;exponer
descartando;descartar
responses;responsar
interrelacionadas;interrelacionar
erosionada;erosionar
producirían;producir
contribuirían;contribuir
implementada;implementar
propuestos;proponer
