CODIGO;DESCRIPCION;CODIGO_AGRUP;DESCRIPCION_AGRUP
I70.203;Aterosclerosis no especificada de arterias nativas de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.208;Aterosclerosis no especificada de arterias nativas de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.209;Aterosclerosis no especificada de arterias nativas de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.211;Aterosclerosis de arterias nativas de extremidades con claudicacion intermitente, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.212;Aterosclerosis de arterias nativas de extremidades con claudicacion intermitente, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.213;Aterosclerosis de arterias nativas de extremidades con claudicacion intermitente, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.218;Aterosclerosis de arterias nativas de otras extremidades con claudicacion intermitente;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.219;Aterosclerosis de arterias nativas de extremidades con claudicacion intermitente, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.221;Aterosclerosis de arterias nativas de extremidades con dolor en reposo, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.222;Aterosclerosis de arterias nativas de extremidades con dolor en reposo, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.223;Aterosclerosis de arterias nativas de extremidades con dolor en reposo, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.228;Aterosclerosis de arterias nativas de extremidades con dolor en reposo, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.229;Aterosclerosis de arterias nativas de extremidades con dolor en reposo, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.231;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.232;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.233;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.234;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.235;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.238;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de otra parte de parte inferior de pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.239;Aterosclerosis de arterias nativas de pierna derecha con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.241;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.242;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.243;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.244;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.245;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.248;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de otra parte de pierna inferior izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.249;Aterosclerosis de arterias nativas de pierna izquierda con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.25;Aterosclerosis de arterias nativas de otras extremidades con ulceracion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.261;Aterosclerosis de arterias nativas de extremidades con gangrena, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.262;Aterosclerosis de arterias nativas de extremidades con gangrena, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.263;Aterosclerosis de arterias nativas de extremidades con gangrena, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.268;Aterosclerosis de arterias nativas de extremidades con gangrena, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.269;Aterosclerosis de arterias nativas de extremidades con gangrena, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.291;Otras aterosclerosis de arterias nativas de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.292;Otras aterosclerosis de arterias nativas de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.293;Otras aterosclerosis de arterias nativas de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.298;Otras aterosclerosis de arterias nativas de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.299;Otras aterosclerosis de arterias nativas de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.301;Aterosclerosis no especificada de tipo no especificado de injerto(s) de derivacion de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.302;Aterosclerosis no especificada de tipo no especificado de injerto(s) de derivacion de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.303;Aterosclerosis no especificada de tipo no especificado de injerto(s) de derivacion de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.308;Aterosclerosis no especificada de tipo no especificado de injerto(s) de derivacion de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.309;Aterosclerosis no especificada de tipo no especificado de injerto(s) de derivacion de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.311;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con claudicacion intermitente, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.312;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con claudicacion intermitente, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.313;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con claudicacion intermitente, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.318;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con claudicacion intermitente, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.319;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con claudicacion intermitente, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.321;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con dolor en reposo, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.322;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con dolor en reposo, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.323;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con dolor en reposo, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.328;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con dolor en reposo, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.329;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con dolor en reposo, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.331;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.332;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.333;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.334;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.335;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.338;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.339;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna derecha con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.341;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.342;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.343;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.344;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.345;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.348;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.349;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de pierna izquierda con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.35;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de otra extremidad con ulceracion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.361;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con gangrena, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.362;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con gangrena, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.363;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con gangrena, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.368;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con gangrena, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.369;Aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades con gangrena, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.391;Otra aterosclerosis no especificada de injerto(s) de derivacion de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.392;Otra aterosclerosis no especificada de injerto(s) de derivacion de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.393;Otra aterosclerosis no especificada de injerto(s) de derivacion de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.398;Otra aterosclerosis no especificada de injerto(s) de derivacion de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.399;Otra aterosclerosis de tipo no especificado de injerto(s) de derivacion de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.401;Aterosclerosis no especificada de injerto(s) de derivacion venoso autologo de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.402;Aterosclerosis no especificada de injerto(s) de derivacion venoso autologo de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.403;Aterosclerosis no especificada de injerto(s) de derivacion venoso autologo de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.408;Aterosclerosis no especificada de injerto(s) de derivacion venoso autologo de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.409;Aterosclerosis no especificada de injerto(s) de derivacion venoso autologo de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.411;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con claudicacion intermitente, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.412;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con claudicacion intermitente, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
